Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Leadership In Student Affairs,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Academic Program Coordinator,Management & Ops,Management & Ops
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Master Electrician,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Engineering Manager,Engineering,Engineering
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Resident Advisor,Health & Science Research,Health & Science Research
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Program Manager,Management & Ops,Management & Ops
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Mailroom Assistant,Education & Social Service,Education & Social Service
Music,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Laboratory Manager,Health & Science Research,Health & Science Research
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Clinical Quality Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Manufacturing Engineer,Engineering,Engineering
Justice & Peace Studies,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Student Director,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Technical Product Manager,Software & Data,Software & Data
English - Professional Writing,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Assistant to the President,Management & Ops,Management & Ops
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Mental Health Practitioner,Health & Science Research,Health & Science Research
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Assistant,Health & Science Research,Health & Science Research
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Psychology Assistant,Education & Social Service,Education & Social Service
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Clinical Support Specialist,Software & Data,Software & Data
Political Science,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Experience Coordinator,Education & Social Service,Education & Social Service
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Assistant,Health & Science Research,Health & Science Research
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Caddie,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Healthcare Investment Banking Analyst,Finance & Accounting,Finance & Accounting
Music - Business,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Office Assistant,Health & Science Research,Health & Science Research
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Print Graphic Designer,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Research Assistant,Health & Science Research,Health & Science Research
K-12 Music Education,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Music Educator,Education & Social Service,Education & Social Service
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Statistics Teaching Assistant,Education & Social Service,Education & Social Service
Computer Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Manager,Health & Science Research,Health & Science Research
Intl Studies - Pol Sci,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Study Abroad Peer Advisor,Education & Social Service,Education & Social Service
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",System Operator,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,International Marketing Manager,Sales & Marketing,Sales & Marketing
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Renewal Specialist,Education & Social Service,Education & Social Service
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Resident Advisor,Health & Science Research,Health & Science Research
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Program Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Product Change Manager,Management & Ops,Management & Ops
Communication Studies,Marketing & Communication,HUMANITIES & COMMUNICATION,Resident Advisor,Health & Science Research,Health & Science Research
Educ Leadership & Learning,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Adjunct Professor,Education & Social Service,Education & Social Service
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Systems Engineer,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Materials Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Corporate Communications Manager,Sales & Marketing,Sales & Marketing
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Adjunct Faculty,Education & Social Service,Education & Social Service
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Finance Operations Manager,Finance & Accounting,Finance & Accounting
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Assistant Track and Field Coach,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Finance Manager,Finance & Accounting,Finance & Accounting
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Systems Analyst,Software & Data,Software & Data
English,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Director of Project Management,Management & Ops,Management & Ops
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Planning Committee Member,Management & Ops,Management & Ops
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Social Events Coordinator,Education & Social Service,Education & Social Service
Leadership In Student Affairs,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Campus Director,Management & Ops,Management & Ops
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,New Account Installation Specialist,Finance & Accounting,Finance & Accounting
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Financial Advisor,Finance & Accounting,Finance & Accounting
Music - Business,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Teacher,Education & Social Service,Education & Social Service
Criminal Justice,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Paralegal,Legal & Policy,Legal & Policy
Communication Studies,Marketing & Communication,HUMANITIES & COMMUNICATION,Safety Coordinator,Management & Ops,Management & Ops
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Wealth Management Analyst,Finance & Accounting,Finance & Accounting
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Talent Business Partner,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Learning and Development,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Executive Assistant,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Communications and Public Affairs Manager,Sales & Marketing,Sales & Marketing
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Competitive Intelligence Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Digital Marketing Strategist,Sales & Marketing,Sales & Marketing
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Tax Advisor,Finance & Accounting,Finance & Accounting
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Consultant,Management & Ops,Management & Ops
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Master Software Engineer,Software & Data,Software & Data
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Mental Health Therapist,Health & Science Research,Health & Science Research
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Onboarding Specialist,Management & Ops,Management & Ops
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Assistant,Health & Science Research,Health & Science Research
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Tax Associate,Finance & Accounting,Finance & Accounting
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Field Director,Management & Ops,Management & Ops
Philosophy,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Sales Representative,Sales & Marketing,Sales & Marketing
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Personal Care Assistant,Health & Science Research,Health & Science Research
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Engineer,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Financial Operations Analyst,Finance & Accounting,Finance & Accounting
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,School Social Worker,Education & Social Service,Education & Social Service
Middle/Secondary Education,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Teacher,Education & Social Service,Education & Social Service
Educ Leadership & Learning,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Professor,Education & Social Service,Education & Social Service
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Resident Aide,Health & Science Research,Health & Science Research
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Development and Communications Manager,Sales & Marketing,Sales & Marketing
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Revenue Management Analyst,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,New Product Development Project Manager,Management & Ops,Management & Ops
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Solutions Engineer,Engineering,Engineering
Counseling Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Day Treatment Therapist,Health & Science Research,Health & Science Research
Music Education,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Vocal Music Director,Management & Ops,Management & Ops
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Assistant Professor,Education & Social Service,Education & Social Service
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Digital Content Producer,Sales & Marketing,Sales & Marketing
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Inventory Analyst,Management & Ops,Management & Ops
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Engineer,Software & Data,Software & Data
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Marketplace Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Segment Marketing Manager,Sales & Marketing,Sales & Marketing
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Engagement Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Recruiting Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Project Manager,Management & Ops,Management & Ops
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Economics - Mathematical,Economics,SOCIAL SCIENCES & EDUCATION,Support Specialist,Software & Data,Software & Data
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Staff Design Engineer,Engineering,Engineering
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Transmission Engineer,Engineering,Engineering
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Full Stack Engineer,Software & Data,Software & Data
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Lead Server,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Health Care Manager,Management & Ops,Management & Ops
Journalism,Marketing & Communication,HUMANITIES & COMMUNICATION,Communications Coordinator,Management & Ops,Management & Ops
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Web Developer,Software & Data,Software & Data
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Financial Advisor,Finance & Accounting,Finance & Accounting
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Chief of Staff,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Investment Analyst,Finance & Accounting,Finance & Accounting
Journalism,Marketing & Communication,HUMANITIES & COMMUNICATION,Reporter,Sales & Marketing,Sales & Marketing
Software Engineering,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Neurophysiologist,Software & Data,Software & Data
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Engineer,Engineering,Engineering
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Water Resources Engineer,Engineering,Engineering
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Electric Distribution Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Launch Manager,Management & Ops,Management & Ops
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Management Engineer,Engineering,Engineering
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Substation Engineer,Engineering,Engineering
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Business Operations Program Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Business Analyst,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Assistant Vice President,Management & Ops,Management & Ops
Software Management,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",HR Consultant,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Sr Operations Manager,Management & Ops,Management & Ops
Part-Time Flex MBA,General Business,BUSINESS & MANAGEMENT,Executive Vice President of Operations,Management & Ops,Management & Ops
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Social Work Trainee,Sales & Marketing,Sales & Marketing
Social Work,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Assistant Professor and Program Director,Education & Social Service,Education & Social Service
